43,0302,201,0,形容詞,amazing,驚くべき、見事な、信じがたい,a②③④⑤⑥⑦,,
44,0301,014,3,名詞,America,アメリカ合衆国,ａ②③④⑤⑥⑦,,
45,0301,014,4,名詞、形容詞,American,【名】アメリカ、アメリカ人<br>【形】アメリカの、アメリカ人の,ａ②③④⑤⑥⑦⑧,,
46,0303,201,0,前置詞,among,・・・の間に（で、の）、・・・の中のひとりで,a②③④⑤,,
47,0301,101,0,冠詞,an,１つの、１人の　（すぐ後ろの単語の発音が母音で始まるとき）,a②,,
48,0301,101,0,接続詞,and,・・・と・・・、そして・・・,a②③,,
49,0302,201,0,形容詞,angry,怒った、怒って,a②③④⑤,,
50,0301,201,0,名詞,animal,動物,a②③④⑤⑥,,
51,0302,301,0,名詞,animation,動画、アニメーション,a②③④⑤⑥⑦⑧⑨,,
52,0302,201,0,名詞,anime,（日本の）アニメ,a②③④⑤,,
53,0302,201,0,代名詞、形容詞,another,【代】別の人、他のもの、もう一人の人、もう一つのもの<br>【形】別の、他の、もう一つの,a②③④⑤⑥⑦,,
54,0301,201,0,動詞、名詞,answer,【動】答える、返事をする<br>【名】答え、返事,a②③④⑤⑥,,
55,0301,101,0,形容詞,any,いくつかの・・・、何人かの・・・,a②③,,
56,0302,201,0,副詞,anymore,もはや、これ以上,a②③④⑤⑥⑦,,
57,0303,201,0,代名詞,anyone,誰でも、誰か,a②③④⑤⑥,,
58,0302,301,0,代名詞,anything,何でも、何か,a②③④⑤⑥⑦⑧,,
59,0303,201,0,副詞,anyway,とにかく,a②③④⑤⑥,,
60,0303,301,0,副詞,anywhere,どこにでも、どこかに,a②③④⑤⑥⑦⑧,,
61,0301,201,0,名詞,apple,リンゴ,a②③④⑤,,
62,0301,010,4,名詞,April,４月,ａ②③④⑤,,
63,0301,101,0,動詞,are,・・・である、（・・・に）いる、ある,a②③,,
64,0303,101,0,名詞,area,地域、エリア、面積,a②③④,,
65,0301,101,0,名詞,arm,腕,a②③,,
66,0301,201,0,前置詞、副詞,around,【前】・・・の周りに<br>【副】・・・ごろ,a②③④⑤⑥,,
67,0302,201,0,動詞,arrive,到着する,a②③④⑤⑥,,
68,0301,101,0,名詞,art,芸術、美術,a②③,,
69,0303,201,0,名詞,artist,芸術家,a②③④⑤⑥,,
70,0302,101,0,接続詞、副詞,as,【接】・・・のように、・・・と同じくらい<br>【副】・・・と同じくらい,a②,,
71,0301,101,0,動詞,ask,たずねる、質問する、頼む,a②③,,
72,0302,301,0,名詞,astronaut,宇宙飛行士,a②③④⑤⑥⑦⑧⑨,,
73,0301,101,0,前置詞,at,・・・に、・・・で,a②,,
74,0303,201,0,名詞,athlete,運動選手、競技者、アスリート,a②③④⑤⑥⑦,,
75,0303,201,0,動詞,attend,出席する、参加する,a②③④⑤⑥,,
76,0303,301,0,名詞,attention,注意、注目,a②③④⑤⑥⑦⑧⑨,,
77,0303,201,0,動詞,attract,（注意、興味）を引きつける,a②③④⑤⑥⑦,,
78,0301,010,8,名詞,August,８月,ａ②③④⑤⑥,,
79,0301,101,0,名詞,aunt,おば（父母の姉妹）,a②③④,,
80,0301,014,6,名詞,Australia,オーストラリア,ａ②③④⑤⑥⑦⑧⑨,,
81,0302,101,0,副詞,away,離れて、遠くに、不在で,a②③④,,
82,0303,101,0,名詞,baby,赤ちゃん,b②③④,,
83,0301,101,0,副詞,back,後ろへ、帰って,b②③④,,
84,0303,101,0,形容詞,bad,悪い,b②③,,
85,0301,101,0,名詞,bag,鞄、袋,b②③,,
86,0303,201,0,名詞,balance,つりあい、バランス,b②③④⑤⑥⑦,,
87,0301,101,0,名詞,ball,ボール、球,b②③④,,
88,0302,201,0,名詞,bamboo,竹,b②③④⑤⑥,,
89,0302,201,0,名詞,banana,バナナ,b②③④⑤⑥,,
90,0301,101,0,名詞,band,バンド、楽団,b②③④,,
91,0302,101,0,名詞,bank,銀行、預ける,b②③④,,
92,0301,301,0,名詞,baseball,野球,b②③④⑤⑥⑦⑧,,
93,0301,301,0,名詞,basketball,バスケットボール,b②③④⑤⑥⑦⑧⑨⑩,,
94,0301,101,0,名詞,bath,入浴、風呂、浴槽,b②③④,,
95,0301,101,0,動詞,be,・・・である、・・・にいる、・・・にある,b②,,
96,0301,201,0,名詞,beach,浜、浜辺,b②③④⑤,,
97,0301,101,0,名詞,bear,熊,b②③④,,
98,0301,301,0,形容詞,beautiful,美しい、きれいな,b②③④⑤⑥⑦⑧⑨,,
99,0303,201,0,名詞,beauty,美しさ,b②③④⑤⑥,,
100,0301,301,0,接続詞,because,なぜなら・・・だから,b②③④⑤⑥⑦,,
101,0302,201,0,動詞,become,・・・になる,b②③④⑤⑥,,
102,0301,101,0,名詞,bed,ベッド,b②③,,
103,0302,201,0,名詞,bedroom,寝室,b②③④⑤⑥⑦,,
104,0303,101,0,名詞,beef,牛肉,b②③④,,
105,0303,101,0,動詞,been,beの過去分詞,b②③④,,
106,0301,201,0,前置詞、接続詞、副詞,before,【前】・・・の前に<br>【接】…の前に<br>【副】以前に,b②③④⑤⑥,,
107,0302,202,0,動詞,begin,始まる、始める,b②③④⑤,,
108,0301,201,0,前置詞,behind,・・・の後ろに（の）,b②③④⑤⑥,,
109,0303,201,0,動詞,believe,信じる、・・・と思う,b②③④⑤⑥⑦,,
110,0301,102,0,名詞,bell,鈴、鐘,b②③④,,
111,0303,201,0,前置詞、副詞,below,【前】…の下に<br>【副】…の下で,b②③④⑤,,
112,0303,101,0,名詞,belt,ベルト、・・・地帯、海峡,b②③④,,
113,0303,202,0,名詞,bench,ベンチ、長いす,b②③④⑤,,
114,0302,202,0,前置詞,beside,・・・の側に、すぐ隣に,b②③④⑤⑥,,
115,0302,101,0,形容詞、副詞、名詞,best,【形】最もよい<br>【副】最もよく<br>【名】最もよいもの,b②③④,,
116,0302,202,0,形容詞、副詞,better,【形】…より良い<br>【副】もっとよく,b②③④⑤⑥,,
117,0302,202,0,前置詞,between,・・・の間に、・・・の間で,b②③④⑤⑥⑦,,
118,0303,202,0,名詞,bicycle,自転車,b②③④⑤⑥⑦,,
119,0301,102,0,形容詞,big,大きな、大きい　      　,b②③,,
120,0301,102,0,名詞,bike,自転車（口語）,b②③④,,
121,0301,102,0,名詞,bird,鳥,b②③④,,
122,0301,301,0,名詞,birthday,誕生日,b②③④⑤⑥⑦⑧,,
123,0301,011,6,名詞、形容詞,black,【名】黒<br>【形】黒の、黒い,b②③④⑤,,
124,0302,202,0,形容詞,blind,盲目の、ブラインド,b②③④⑤,,
125,0303,101,0,動詞,blow,（風が）吹く　　　　　,b②③④,,
126,0301,011,2,名詞、形容詞,blue,【名】青<br>【形】青の、青い,b②③④,,
127,0302,101,0,名詞,boat,ボート、小舟,b②③④,,
128,0301,102,0,名詞,body,体、身体、本体、本文,b②③④,,
129,0303,101,0,名詞,bomb,爆弾,b②③④,,
130,0301,102,0,名詞,book,本、書物,b②③④,,
131,0302,301,0,名詞,bookstore,書店,b②③④⑤⑥⑦⑧⑨,,
132,0303,202,0,名詞,border,国境,b②③④⑤⑥,,
133,0301,201,0,形容詞,bored,（人が）退屈している,b②③④⑤,,
134,0302,202,0,形容詞,boring,退屈な,b②③④⑤⑥,,
135,0302,101,0,動詞,born,生まれる,b②③④,,
136,0302,202,0,動詞,borrow,借りる,b②③④⑤⑥,,
137,0303,101,0,代名詞、形容詞,both,【形】両方の<br>【代】両方とも,b②③④,,
138,0302,202,0,名詞,bottle,瓶、ボトル,b②③④⑤⑥,,
139,0301,102,0,名詞,box,箱,b②③,,
140,0301,102,0,名詞,boy,男の子、少年,b②③,,
141,0303,202,0,形容詞,brave,勇ましい、勇敢な,b②③④⑤,,
142,0302,015,10,名詞,Brazil,ブラジル,b②③④⑤⑥,,
143,0302,202,0,名詞,bread,パン,b②③④⑤,,
144,0302,202,0,動詞、名詞,break,【動】壊す<br>【名】休憩、中断,b②③④⑤,,
145,0301,301,0,名詞,breakfast,朝食,b②③④⑤⑥⑦⑧⑨,,
146,0303,202,0,名詞,bridge,橋,b②③④⑤⑥,,
147,0302,202,0,形容詞,bright,利口な、（光が）明るい、（きらきら）光る,b②③④⑤⑥,,
148,0301,201,0,動詞,bring,（物を）持ってくる,b②③④⑤,,
149,0302,015,1,名詞、形容詞,British,【名】イギリス人<br>【形】イギリスの、イギリス人の,b②③④⑤⑥⑦,,
150,0301,301,0,名詞,brother,兄弟. 兄. 弟,b②③④⑤⑥⑦,,
151,0301,011,8,名詞、形容詞,brown,【名】茶色<br>【形】茶色の,b②③④⑤,,
152,0301,201,0,動詞,brush,ブラシをかける,b②③④⑤,,
153,0302,202,0,動詞,build,・・・を建てる、造る,b②③④⑤,,
154,0302,301,0,名詞,building,建物,b②③④⑤⑥⑦⑧,,
155,0302,101,0,動詞,burn,燃やす、火傷,b②③④,,
156,0301,102,0,名詞,bus,バス,b②③,,
157,0303,301,0,名詞,business,仕事、商売、ビジネス,b②③④⑤⑥⑦⑧,,
158,0301,102,0,形容詞,busy,忙しい,b②③④,,
159,0301,102,0,接続詞,but,しかし、でも,b②③,,
160,0303,202,0,名詞,butter,バター,b②③④⑤⑥,,
161,0301,201,0,名詞,button,ボタン,b②③④⑤⑥,,
162,0302,101,0,動詞,buy,買う,b②③,,
163,0301,102,0,前置詞,by,・・・によって、・・・のそばに、・・・までに,b②,,
164,0301,301,0,名詞,cafeteria,食堂、カフェテリア,c②③④⑤⑥⑦⑧⑨,,
165,0301,102,0,名詞,cake,ケーキ,c②③④,,
166,0303,301,0,名詞,calendar,カレンダー、暦,c②③④⑤⑥⑦⑧,,
167,0301,102,0,動詞,call,呼ぶ、電話をする、通話,c②③④,,
168,0301,201,0,名詞,camera,カメラ,c②③④⑤⑥,,
169,0303,101,0,動詞、名詞,camp,【動】キャンプする<br>【名】キャンプ,c②③④,,
170,0301,102,0,助動詞、名詞,can,【助】・・・することができる<br>【名】缶,c②③,,
171,0301,014,7,名詞,Canada,カナダ,c②③④⑤⑥,,
172,0301,102,0,名詞,cap,（ふちのない）帽子、（瓶の）ふた,c②③,,
173,0303,202,0,名詞,capital,首都,c②③④⑤⑥⑦,,
174,0301,301,0,名詞,captain,キャプテン、船長,c②③④⑤⑥⑦,,
175,0301,102,0,名詞,car,自動車、車,c②③,,
176,0302,101,0,名詞,card,カード,c②③④,,
177,0302,101,0,動詞、名詞,care,【動】世話する<br>【名】世話,c②③④,,
178,0302,202,0,名詞,career,職業、経歴,c②③④⑤⑥,,
179,0302,202,0,形容詞,careful,注意深い、慎重な,c②③④⑤⑥⑦,,
180,0303,301,0,名詞,carpenter,大工,c②③④⑤⑥⑦⑧⑨,,
181,0303,202,0,名詞,carrot,人参,c②③④⑤⑥,,
182,0301,201,0,動詞,carry,持ち歩く、運ぶ,c②③④⑤,,
183,0302,101,0,名詞,case,ケース、場合,c②③④,,
184,0302,202,0,名詞,castle,城,c②③④⑤⑥,,
185,0301,102,0,名詞,cat,猫,c②③,,
186,0301,201,0,動詞,catch,捕まえる、捕らえる,c②③④⑤,,
187,0302,202,0,動詞、名詞,cause,【動】引き起こす<br>【名】原因,c②③④⑤,,
188,0301,102,0,名詞,CD,コンパクトディスク,c②,,
189,0303,301,0,動詞,celebrate,祝う,c②③④⑤⑥⑦⑧⑨,,
190,0301,102,0,名詞,cent,セント（アメリカなどの通貨単位）,c②③④,,
191,0302,202,0,名詞,center,中心、真ん中、センター（施設）,c②③④⑤⑥,,
192,0303,202,0,名詞,century,世紀、１００年間,c②③④⑤⑥⑦,,
193,0301,201,0,名詞,chair,椅子,c②③④⑤,,
194,0303,301,0,動詞、名詞,challenge,【動】挑戦する<br>【名】挑戦,c②③④⑤⑥⑦⑧⑨,,
195,0303,301,0,名詞,champion,優勝者、チャンピオン,c②③④⑤⑥⑦⑧,,
196,0303,301,0,名詞,championship,選手権,c②③④⑤⑥⑦⑧⑨⑩⑪⑫,,
197,0303,202,0,名詞,chance,機械、可能性、チャンス,c②③④⑤⑥,,
198,0301,201,0,動詞、名詞,change,【動】変わる、変える<br>【名】お釣り,c②③④⑤⑥,,
199,0303,301,0,名詞,character,登場人物、人格、個性、特徴,c②③④⑤⑥⑦⑧⑨,,
200,0302,202,0,名詞,charity,慈善、チャリティー,c②③④⑤⑥⑦,,
201,0302,202,0,形容詞,cheap,安価な、安い、安っぽい,c②③④⑤,,
202,0302,202,0,動詞,check,確認する、照合する,c②③④⑤,,
203,0303,202,0,動詞,cheer,声援する、元気づける,c②③④⑤,,
204,0302,203,0,名詞,cheese,チーズ,c②③④⑤⑥,,
205,0302,101,0,名詞,chef,料理長、コック長,c②③④,,
206,0302,203,0,名詞,child,子ども,c②③④⑤,,
207,0302,015,6,名詞,China,中華人民共和国,c②③④⑤,,
208,0302,015,7,名詞、形容詞,Chinese,【名】中国人、中国語<br>【形】中国の、中国人の、中国語の,C②③④⑤⑥⑦,,
209,0302,301,0,名詞,chocolate,チョコレート,c②③④⑤⑥⑦⑧⑨,,
210,0303,202,0,名詞,choice,選ぶこと、選択,c②③④⑤⑥,,
211,0303,202,0,動詞,choose,選ぶ,c②③④⑤⑥,,
212,0302,203,0,名詞,chorus,合唱、コーラス,c②③④⑤⑥,,
213,0302,301,0,名詞,Christmas,クリスマス,c②③④⑤⑥⑦⑧⑨,,
214,0302,203,0,名詞,church,教会,c②③④⑤⑥,,
215,0302,101,0,名詞,city,市,c②③④,,
216,0301,202,0,名詞,class,授業、クラス、階級,c②③④⑤,,
217,0301,301,0,名詞,classmate,級友、クラスメイト,c②③④⑤⑥⑦⑧⑨,,
218,0301,301,0,名詞,classroom,教室,c②③④⑤⑥⑦⑧⑨,,
219,0301,202,0,動詞、形容詞,clean,【動】掃除する<br>【形】きれいな、清潔な,c②③④⑤,,
220,0303,202,0,形容詞,clear,晴れた、澄んだ、明瞭な、透明な,c②③④⑤,,
221,0303,202,0,副詞,clearly,はっきりと,c②③④⑤⑥⑦,,
222,0303,202,0,名詞,clerk,店員、事務員,c②③④⑤,,
223,0303,202,0,形容詞,clever,利口な、賢い,c②③④⑤⑥,,
224,0301,202,0,動詞,climb,登る,c②③④⑤,,
225,0302,203,0,名詞,clock,掛け時計,c②③④⑤,,
226,0301,202,0,動詞、形容詞、副詞,close,【動】閉じる<br>【形】近い、接近した<br>【副】近く、接近して,c②③④⑤,,
227,0301,301,0,名詞,clothes,衣類、服,c②③④⑤⑥⑦,,
228,0302,203,0,名詞,cloud,雲,c②③④⑤,,
229,0302,203,0,形容詞,cloudy,曇りの、曇った,c②③④⑤⑥,,
230,0301,103,0,名詞,club,クラブ、部,c②③④,,
231,0303,202,0,名詞,coach,コーチ,c②③④⑤,,
232,0303,101,0,名詞,coat,（衣類の）コート,c②③④,,
233,0301,202,0,名詞,coffee,コーヒー,c②③④⑤⑥,,
234,0302,101,0,名詞,coin,硬貨、小銭,c②③④,,
235,0302,101,0,名詞,cola,コーラ,c②③④,,
236,0301,103,0,名詞、形容詞,cold,【形】寒い、冷たい<br>【名】風邪,c②③④,,
237,0302,203,0,動詞,collect,集める、収集する,c②③④⑤⑥⑦,,
238,0303,202,0,名詞,college,大学,c②③④⑤⑥⑦,,
239,0301,202,0,名詞,color,色,c②③④⑤,,
240,0301,103,0,動詞,come,来る,c②③④,,
241,0301,202,0,名詞,comic,漫画,c②③④⑤,,
242,0303,202,0,形容詞,common,普通の、一般的な、共通の,c②③④⑤⑥,,
243,0302,301,0,動詞,communicate,伝達する、伝える,c②③④⑤⑥⑦⑧⑨⑩⑪,,
244,0302,301,0,名詞,communication,コミュニケーション、意思の疎通,c②③④⑤⑥⑦⑧⑨⑩⑪⑫⑬,,
245,0302,301,0,名詞,community,共同体、地域社会、コミュニティー,c②③④⑤⑥⑦⑧⑨,,
246,0302,203,0,名詞,company,会社,c②③④⑤⑥⑦,,
247,0303,203,0,動詞,compare,比較する、比べる,c②③④⑤⑥⑦,,
248,0301,301,0,名詞,computer,コンピューター,c②③④⑤⑥⑦⑧,,
249,0303,203,0,名詞,concert,演奏会、音楽会、コンサート,c②③④⑤⑥⑦,,
250,0302,301,0,名詞,condition,状況、状態,c②③④⑤⑥⑦⑧⑨,,
251,0303,203,0,動詞,connect,つなぐ、つながる、関係づける,c②③④⑤⑥⑦,,
252,0302,203,0,名詞,contest,コンテスト、コンクール,c②③④⑤⑥⑦,,
253,0303,301,0,動詞,continue,続ける、続く,c②③④⑤⑥⑦⑧,,
254,0302,301,0,名詞,convenience,便利、都合,c②③④⑤⑥⑦⑧⑨⑩⑪,,
255,0303,301,0,形容詞,convenient,便利な、都合のいい,c②③④⑤⑥⑦⑧⑨⑩,,
256,0301,103,0,動詞、名詞,cook,【動】調理する<br>【名】料理人,c②③④,,
257,0301,301,0,名詞,cooking,料理（法）,c②③④⑤⑥⑦,,
258,0302,101,0,形容詞,cool,涼しい、冷静な、素敵な,c②③④,,
259,0302,203,0,名詞,corner,角、隅,c②③④⑤⑥,,
260,0302,101,0,動詞,cost,費用を要する、出費,c②③④,,
261,0302,203,0,名詞,costume,衣装、装束、コスチューム,c②③④⑤⑥⑦,,
263,0303,203,0,動詞,count,数える,c②③④⑤,,
264,0302,203,0,名詞,country,国,c②③④⑤⑥⑦,,
265,0303,203,0,名詞,courage,勇気,c②③④⑤⑥⑦,,
266,0301,202,0,名詞,course,進路,c②③④⑤⑥,,
267,0303,203,0,名詞,court,（テニスなどの）コート、裁判所,c②③④⑤,,
268,0301,202,0,名詞,cousin,いとこ,c②③④⑤⑥,,
269,0303,203,0,動詞,cover,覆う、カバーをかける,c②③④⑤,,
270,0303,203,0,名詞,crane,鶴、クレーン,c②③④⑤,,
271,0302,203,0,動詞,create,創作する、作り出す,c②③④⑤⑥,,
272,0302,203,0,形容詞,crowded,混雑した、満員の,c②③④⑤⑥⑦,,
273,0302,101,0,動詞,cry,（声をあげて）泣く,c②③,,
274,0302,203,0,名詞,culture,文化、文明,c②③④⑤⑥⑦,,
275,0303,101,0,名詞,cup,茶碗、カップ,c②③,,
276,0301,202,0,名詞,curry,カレー料理,c②③④⑤,,
277,0302,203,0,名詞,custom,風習、習慣,c②③④⑤⑥,,
278,0302,301,0,名詞,customer,客、顧客、得意先,c②③④⑤⑥⑦⑧,,
279,0302,102,0,動詞,cut,切る,c②③,,
280,0301,103,0,形容詞,cute,かわいい,c②③④,,
281,0301,103,0,名詞,dad,お父さん、パパ,d②③,,
282,0302,203,0,形容詞,daily,毎日の、日常の,d②③④⑤,,
283,0302,203,0,動詞,damage,損害を与える、評判を傷つける,d②③④⑤⑥,,
284,0301,202,0,動詞、名詞,dance,【動】踊る<br>【名】踊り,d②③④⑤,,
285,0302,203,0,名詞,dancer,踊る人、ダンサー,d②③④⑤⑥,,
286,0302,301,0,形容詞,dangerous,危険な,d②③④⑤⑥⑦⑧⑨,,
287,0303,101,0,形容詞,dark,暗い,d②③④,,
288,0301,103,0,名詞,date,日付、月日,d②③④,,
289,0301,301,0,名詞,daughter,娘,d②③④⑤⑥⑦⑧,,
290,0301,103,0,名詞,day,日、１日、日中,d②③,,
291,0303,101,0,形容詞,dead,死んだ、死んでいる,d②③④,,
293,0301,010,12,名詞,December,１２月,d②③④⑤⑥⑦⑧,,
294,0302,204,0,動詞,decide,決める、決心する,d②③④⑤⑥,,
295,0303,301,0,名詞,decision,決意、決断,d②③④⑤⑥⑦⑧,,
296,0302,102,0,形容詞,deep,深い、奥の、濃い,d②③④,,
297,0303,203,0,副詞,deeply,深く,d②③④⑤⑥,,
298,0301,301,0,形容詞,delicious,おいしい,d②③④⑤⑥⑦⑧⑨,,
299,0302,204,0,名詞,dentist,歯科医、歯医者,d②③④⑤⑥⑦,,
300,0303,301,0,名詞,departure,出発,d②③④⑤⑥⑦⑧⑨,,
301,0303,203,0,動詞,depend,・・・による、・・・次第で決まる,d②③④⑤⑥,,
302,0302,204,0,動詞、名詞,design,【動】デザインする<br>【名】デザイン,d②③④⑤⑥,,
303,0302,301,0,名詞,designer,デザイナー、設計者,d②③④⑤⑥⑦⑧,,
304,0301,103,0,名詞,desk,机,d②③④,,
305,0303,203,0,動詞,destroy,破壊する、壊す、滅ぼす,d②③④⑤⑥⑦,,
306,0303,203,0,名詞,diary,日記,d②③④⑤,,
307,0302,301,0,名詞,dictionary,辞書、辞典,d②③④⑤⑥⑦⑧⑨⑩,,
309,0302,102,0,動詞,die,死ぬ,d②③,,
310,0303,301,0,名詞,difference,違い、違うこと,d②③④⑤⑥⑦⑧⑨⑩,,
311,0301,301,0,形容詞,different,違った、異なる、色々な,d②③④⑤⑥⑦⑧⑨,,
312,0302,301,0,形容詞,difficult,難しい、困難な,d②③④⑤⑥⑦⑧⑨,,
313,0303,301,0,名詞,difficulty,難しさ、困難、苦労,d②③④⑤⑥⑦⑧⑨⑩,,
314,0301,202,0,名詞,dinner,ディナー、夕食,d②③④⑤⑥,,
315,0303,302,0,動詞,disappear,見えなくなる、消えうせる、消滅する,d②③④⑤⑥⑦⑧⑨,,
316,0303,302,0,形容詞,disappointed,がっかりした,d②③④⑤⑥⑦⑧⑨⑩⑪⑫,,
317,0302,302,0,名詞,discount,割引、ディスカウント,d②③④⑤⑥⑦⑧,,
318,0303,302,0,動詞,discover,見つける、発見する,d②③④⑤⑥⑦⑧,,
319,0302,204,0,名詞,disease,病気,d②③④⑤⑥⑦,,
320,0303,101,0,名詞,dish,大皿、盛り皿、盛付けた料理,d②③④,,
321,0303,302,0,名詞,distance,距離、離れた場所、隔たり,d②③④⑤⑥⑦⑧,,
323,0302,204,0,名詞,doctor,医師、博士,d②③④⑤⑥,,
325,0301,103,0,名詞,dog,犬,d②③,,
326,0303,102,0,名詞,doll,人形,d②③④,,
327,0301,202,0,名詞,dollar,ドル（アメリカなどの通貨単位）,d②③④⑤⑥,,
328,0302,204,0,名詞,dolphin,イルカ,d②③④⑤⑥⑦,,
329,0301,103,0,名詞,door,ドア、戸,d②③④,,
330,0301,103,0,副詞,down,下へ,d②③④,,
331,0301,103,0,動詞,draw,引く、引っ張る、描く,d②③④,,
332,0302,204,0,動詞、名詞,dream,【名】夢<br>【動】夢を見る,d②③④⑤,,
333,0302,204,0,名詞,dress,正装、衣装、ドレス,d②③④⑤,,
334,0303,203,0,名詞,drill,訓練,d②③④⑤,,
335,0301,202,0,動詞、名詞,drink,【動】飲む<br>【名】飲み物,d②③④⑤,,
336,0302,204,0,名詞,driver,車を運転する人、運転手,d②③④⑤⑥,,
337,0303,102,0,動詞、名詞,drop,【動】落ちる、落とす<br>【名】滴,d②③④,,
338,0302,302,0,名詞,drugstore,薬局、ドラッグストア,d②③④⑤⑥⑦⑧⑨,,
339,0303,102,0,名詞,drum,太鼓、ドラム,d②③④,,
340,0302,102,0,動詞、形容詞,dry,【動】乾かす<br>【形】乾いた、乾燥した,d②③,,
341,0302,204,0,前置詞,during,・・・の間に,d②③④⑤⑥,,
342,0301,103,0,名詞,DVD,Digital Versatile Disc.の略、デジタル多目的ディスク,d②③,,
343,0303,203,0,形容詞,dying,dieの現在分詞、死にかけている、瀕死の状態,d②③④⑤,,
344,0302,102,0,形容詞、代名詞,each,【形】それぞれの<br>【代】・・・のそれぞれ,e②③④,,
345,0301,103,0,名詞,ear,耳,e②③,,
346,0302,204,0,形容詞、副詞,early,【形】早い<br>【副】早く,e②③④⑤,,
347,0303,203,0,名詞,earth,地球、大地、土,e②③④⑤,,
348,0302,302,0,名詞,earthquake,地震,e②③④⑤⑥⑦⑧⑨⑩,,
349,0302,204,0,副詞,easily,簡単に、容易に,e②③④⑤⑥,,
350,0301,017,2,名詞、形容詞、副詞,east,【名】東、東部、東方<br>【形】東の<br>【副】東へ,e②③④,,
351,0302,102,0,形容詞,easy,簡単な、やさしい,e②③④,,
352,0301,103,0,動詞,eat,食べる、食事をする,e②③,,
353,0303,302,0,名詞,education,教育、素養,e②③④⑤⑥⑦⑧⑨,,
354,0303,203,0,名詞,effort,努力、尽力,e②③④⑤⑥,,
355,0301,103,0,名詞,egg,卵,e②③,,
356,0301,001,8,名詞、形容詞,eight,【名】８、やっつ<br>【形】８の、やっつの,e②③④⑤,,
357,0301,002,8,名詞、形容詞,eighteen,【名】１８<br>【形】１８の,e②③④⑤⑥⑦⑧,,
358,0301,004,8,名詞、形容詞,eighth,【名】８番目<br>【形】８番目の,e②③④⑤⑥,,
359,0301,003,8,名詞、形容詞,eighty,【名】８０<br>【形】８０の,e②③④⑤⑥,,
